category,link,page,summary,timestamp,title,type
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2102812/wow-10-artis-indonesia-ini-pamer-ciuman-hot,5.0,"Ada yang melakukannnya di depan umum, atau bahkan gambar-gambar itu tak sengaja tersebar karena sebuah kejadian atau peristiwa.",2014-09-09T15:00:42+07:00,Wow! 10 Artis Indonesia Ini Pamer Ciuman Hot,selamanya
SEKS,https://www.liputan6.com/health/read/2143350/5-posisi-seks-paling-gila-yang-harus-dicoba,5.0,Berikut 5 posisi seks paling gila yang harus dicoba,2014-12-06T17:00:26+07:00,5 Posisi Seks Paling Gila yang Harus Dicoba,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2128839/4-artis-ini-suka-nonton-film-porno-lho,5.0,"Dewi perssik, Shinta Bachir, Baby Margaretha dan Wiwid Gunawan mengaku pernah menonton video porno.",2014-11-04T15:00:59+07:00,4 Artis Ini Suka Nonton Film Porno Lho,selamanya
GLOBAL,https://www.liputan6.com/global/read/2239489/suara-sangkakala-misterius-terdengar-dari-langit-pertanda-apa,5.0,"Ada yang mengira itu pergeseran lempeng, tekanan atmosfer, gesekan kereta, konstruksi, alien, senjata rahasia AS, hingga tanda kiamat.",2015-05-26T11:23:05+07:00,"Suara 'Sangkakala' Misterius Terdengar dari Langit, Pertanda Apa?",selamanya
CITIZEN6,https://www.liputan6.com/citizen6/read/2125694/6-fakta-jokowi-yang-belum-anda-ketahui,5.0,"Jokowi, perjalanan hidupnya sungguh menginspirasi. Dari tukang mebel di Solo bisa menjadi Presiden Republik Indonesia ketujuh.",2014-10-28T17:32:00+07:00,6 Fakta Jokowi yang Belum Anda Ketahui,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2215262/pamela-duo-serigala-akui-pamer-2-foto-payudara-yang-asli,5.0,Pamela Duo Serigala sempat memamerkan lima foto yang memperlihatkan aset pribadinya.,2015-04-17T11:00:09+07:00,Pamela Duo Serigala Akui Pamer 2 Foto Payudara yang Asli,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2218214/seksinya-6-artis-ini-bikin-jantung-pria-berdegup-kencang,5.0,Artis-artis ini sangat bangga dengan kesan seksi yang melekat dalam dirinya.,2015-04-22T13:40:00+07:00,Seksinya 6 Artis Ini Bikin Jantung Pria Berdegup Kencang,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2120132/para-mantan-raffi-ahmad-yang-dibayar-nagita-slavina,5.0,Reputasi Raffi Ahmad dekat dengan selebriti wanita bukanlah rahasia.,2014-10-16T22:00:00+07:00,Para Mantan Raffi Ahmad yang `Dibayar` Nagita Slavina,selamanya
HEALTH INFO,https://www.liputan6.com/health/read/2123222/8-cara-agar-ginjal-anda-tetap-sehat,5.0,Jumlah kasus gagal ginjal di Indonesia kian memprihatinkan.,2014-10-25T10:00:12+07:00,8 Cara agar Ginjal Anda Tetap Sehat,selamanya
SEKS,https://www.liputan6.com/health/read/685412/10-cara-membuat-payudara-kecil-terlihat-lebih-besar,5.0,"Payudara kecil sebenarnya bisa menjadi lebih besar tanpa harus mengoperasinya, minum pil, atau melakukan berbagai perawatan.",2013-09-07T10:00:00+07:00,10 Cara Membuat Payudara Kecil Terlihat Lebih Besar,selamanya
GLOBAL,https://www.liputan6.com/global/read/2207490/4-fakta-dan-mitos-gerhana-bulan-merah-darah-malam-ini,5.0,"Gerhana adalah peristiwa alam biasa. Namun, seorang rabbi memperingatkan, itu bisa jadi pertanda mengerikan bagi Israel. Benarkah?",2015-04-04T12:03:27+07:00,4 Fakta dan Mitos Gerhana Bulan 'Merah Darah' Malam Ini,selamanya
SEKS,https://www.liputan6.com/health/read/2088328/8-fakta-tentang-alat-kelamin-pria,5.0,"Pria harus tahu apa saja yang harus dilakukan sebelum dan setelah berhubungan seksual, makanan yang cocok untuk ereksi.",2014-08-11T09:00:00+07:00,8 Fakta tentang Alat Kelamin Pria,selamanya
HEALTH INFO,https://www.liputan6.com/health/read/2258491/agama-yang-paling-baik-di-dunia,5.0,"Tokoh spiritual Dalai Lama ditanya tentang ""agama apa yang terbaik di dunia ini.""",2015-06-24T12:56:45+07:00,Agama yang Paling Baik di Dunia,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2126094/raffi-ahmad-perlihatkan-foto-romantisnya-bersama-nagita-slavina,6.0,Raffi Ahmad baru berani memperlihatkan foto romantisnya bersama Nagita Slavina setelah mereka resmi menikah.,2014-10-29T14:00:00+07:00,Raffi Ahmad Perlihatkan Foto Romantisnya Bersama Nagita Slavina,selamanya
HITS,https://www.liputan6.com/citizen6/read/2162588/di-korea-utara-lakukan-10-aktivitas-sehari-hari-ini-dihukum-mati,6.0,Korea Utara melarang beberapa aktivitas keseharian warga negaranya. Jika melanggar dihukum mati. Aktivitas apa saja itu?,2015-01-18T10:20:25+07:00,"Di Korea Utara, Lakukan 10 Aktivitas Sehari-hari ini Dihukum Mati",selamanya
K-POP,https://www.liputan6.com/showbiz/read/2024175/lee-min-ho-terbuai-saat-mencium-park-shin-hye,6.0,Lee Min Ho mengaku tak bisa melupakan adegan ciuman dengan Park Shin Hye.,2014-03-17T23:00:00+07:00,Lee Min Ho Terbuai Saat Mencium Park Shin Hye,selamanya
STYLE NEWS,https://www.liputan6.com/lifestyle/read/2121811/ini-6-foto-pre-wed-raffi-ahmad-dan-nagita-slavina,6.0,"Fotografer pre-wed Raffi Ahmad dan Gigi, Indra Leonardi merilis foto-foto mesra keduanya yang diambil beberapa waktu sebelum pernikahan.",2014-10-20T18:00:37+07:00,Ini 6 Foto Pre Wed Raffi Ahmad dan Nagita Slavina,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2218953/artis-artis-ini-sindir-syahrini,6.0,Mereka rata-rata menyindir Syahrini dengan mengikuti gayanya.,2015-04-23T15:00:17+07:00,Artis-artis Ini Sindir Syahrini,selamanya
PERISTIWA,https://www.liputan6.com/news/read/2154153/live-update-airasia-qz8501-ditemukan,6.0,Perkembangan berita terkini AirAsia QZ8501 yang hilang kontak sejak Minggu 28 Desember 2014.,2015-01-14T11:55:14+07:00,Live Update AirAsia QZ8501 Ditemukan,selamanya
HEALTH INFO,https://www.liputan6.com/health/read/2243538/tengok-kepribadian-dari-bentuk-kuku-anda-yang-mana,6.0,Ada bagian tubuh lain yang cukup mudah dilihat untuk mengetahui karakteristik sifat seseorang yaitu kuku tangan!,2015-06-01T21:01:00+07:00,"Tengok Kepribadian dari Bentuk Kuku, Anda yang Mana?",selamanya
GLOBAL,https://www.liputan6.com/global/read/2245568/kisah-nyata-anak-manusia-yang-berubah-menjadi-batu,6.0,"Kala itu, tahun 79 Masehi, Vesuvius bangun dari tidurnya. Warga Pompeii yang tak selamat berubah menjadi patung.",2015-06-04T19:24:39+07:00,Kisah Nyata Anak Manusia yang Berubah Menjadi Batu,selamanya
BLOG KEREN,https://www.liputan6.com/citizen6/read/2277902/jus-alami-ini-bisa-turunkan-3-kg-lemak-dalam-5-hari,6.0,Jus yang hanya berbahan dasar tiga bahan alami ini terbukti mampu membantu menghilangkan lemak di tubuh,2015-07-24T07:04:23+07:00,Jus Alami Ini Bisa Turunkan 3 Kg Lemak dalam 5 Hari,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2255111/lukman-sardi-mantap-pindah-agama,6.0,Lukman Sardi akhirnya mantap berpindah agama.,2015-06-19T08:30:00+07:00,Lukman Sardi Mantap Pindah Agama,selamanya
TRAVEL,https://www.liputan6.com/lifestyle/read/2163745/10-fenomena-alam-paling-aneh-di-seluruh-dunia,6.0,"Berikut adalah beberapa fenomena alam paling aneh di seluruh dunia. Saat melihatnya, mungkin Anda akan berpikir bahwa tempat ini bukan bumi.",2015-01-22T12:35:00+07:00,10 Fenomena Alam Paling Aneh di Seluruh Dunia,selamanya
GLOBAL,https://www.liputan6.com/global/read/2023765/politisi-as-pesawat-mh370-mendarat-di-indonesia-dan-jadi-rudal,6.0,Dugaan pembajakan terhadap pesawat Malaysia Airlines Boeing 777-200ER dengan nomor penerbangan MH370 tengah bergulir.,2014-03-17T09:42:00+07:00,Politisi AS: Pesawat MH370 Mendarat di Indonesia dan Jadi `Rudal`,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2043091/ini-penyebab-sakitnya-olga-syahputra,6.0,Olga Syahputra tengah berbaring tak berdaya di rumah sakit. Olga merasakan rasa sakit yang hebat di kepalanya.,2014-04-28T23:30:00+07:00,Ini Penyebab Sakitnya Olga Syahputra,selamanya
CITIZEN6,https://www.liputan6.com/citizen6/read/3873287/tata-cara-sholat-hajat-lengkap-dengan-doanya-yang-mustajab,6.0,Menghadirkan rasa yang tenang.,2019-01-17T16:16:44+07:00,Tata Cara Sholat Hajat Lengkap dengan Doanya yang Mustajab,selamanya
SEKS,https://www.liputan6.com/health/read/561689/10-titik-sentuhan-agar-wanita-melayang-layang,6.0,"Mungkin semua orang tahu kalau ketika ingin bercinta, bagian tubuh yang paling sering disentuh hanya seputar vagina, payudara dan bokong. Padahal ada beberapa titik syaraf yang diketahui ada di tubuh wanita yang sering diabaikan pria.",2013-04-15T20:01:00+07:00,10 Titik Sentuhan Agar Wanita 'Melayang-layang',selamanya
LIFE,https://www.liputan6.com/lifestyle/read/3874296/32-tebak-tebakan-lucu-dan-jawabannya-dijamin-kamu-bakal-tertawa-jika-melihatnya,6.0,Tebak tebakan lucu bisa menjadi hiburan untuk kamu yang sedang gundah gulana.,2019-01-18T21:45:59+07:00,"32 Tebak-tebakan Lucu dan Jawabannya, Dijamin Kamu Bakal Tertawa jika Melihatnya",selamanya
J-POP,https://www.liputan6.com/showbiz/read/2170855/6-anime-top-yang-sering-dijadikan-kartun-porno-hentai,6.0,Anime terlaris apa saja yang paling sering dijadikan sebuah hentai atau animasi porno?,2015-02-04T16:30:00+07:00,6 Anime Top yang Sering Dijadikan Kartun Porno Hentai,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2126728/ahmad-dhani-juga-sempat-hina-jokowi-berikut-daftarnya,6.0,Ahmad Dhani memang kerap berkomentar keras terhadap Joko Widodo.,2014-10-30T16:30:43+07:00,Ahmad Dhani Juga Sempat Hina Jokowi? Berikut Daftarnya,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2085691/5-kesamaan-ini-bikin-aliando-prilly-latuconsina-berjodoh,6.0,"Bila diperhatikan lebih seksama, Aliando Syarief dan Prilly Latuconsina punya banyak kemiripan. Mau tahu kemiripannya apa saja?",2014-08-02T20:00:00+07:00,5 Kesamaan Ini Bikin Aliando-Prilly Latuconsina Berjodoh?,selamanya
EKONOMI,https://www.liputan6.com/bisnis/read/2147526/5-jurusan-kuliah-yang-bisa-bikin-anda-miskin,6.0,Ternyata ada beberapa jurusan kuliah yang dapat mendaratkan Anda pada profesi berpenghasilan rendah dan membuat Anda miskin. Apa saja?,2014-12-15T22:01:57+07:00,5 Jurusan Kuliah yang Bisa Bikin Anda Miskin,selamanya
LIGA INGGRIS,https://www.liputan6.com/bola/read/2225019/6-pemain-yang-kariernya-dibunuh-jose-mourinho,7.0,Jose Mourinho baru saja mempersembahkan gelar kelima Liga Premier Inggris untuk Chelsea sepanjang sejarah klub asal London tersebut.,2015-05-04T06:18:18+07:00,"6 Pemain yang Kariernya ""Dibunuh"" Jose Mourinho",selamanya
PERISTIWA,https://www.liputan6.com/news/read/2258812/5-temuan-terbaru-di-balik-pembunuhan-angeline,7.0,"Di tengah proses itu, sejumlah fakta-fakta terungkap. Salah satunya alasan Margriet memberikan nama Angeline pada bocah malang itu.",2015-06-24T20:18:42+07:00,5 Temuan Terbaru di Balik Pembunuhan Angeline,selamanya
LIFESTYLE,https://www.liputan6.com/lifestyle/read/3870454/kata-kata-gombal-buat-pacar-ini-akan-membuatnya-meleleh-dihadapanmu,7.0,Pujian atau rayuan maut akan membuat pacarmu bahagia.,2019-01-14T19:34:27+07:00,Kata-Kata Gombal Buat Pacar ini Akan Membuatnya Meleleh Dihadapanmu,selamanya
EKONOMI,https://www.liputan6.com/bisnis/read/809554/mengapa-toko-indomaret-dan-alfamart-sering-berdekatan,7.0,Kehadiran minimarket yang saling berdekatan bukan hal yang baru bagi masyarakat. Mengapa pengelola minimarket melakukan hal ini?,2014-01-25T12:10:00+07:00,Mengapa Toko Indomaret dan Alfamart Sering Berdekatan?,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2187390/10-selebriti-ini-blak-blakan-soal-kehidupan-seksnya,7.0,"Mulai dari Miranda Kerr, John Mayer, bahkan sampai Shinta Bachir, hingga Ashanty pernah blak-blakan soal kehidupan seksnya.",2015-03-09T07:00:00+07:00,10 Selebriti Ini 'Blak-blakan' Soal Kehidupan Seksnya,selamanya
HEALTH,https://www.liputan6.com/health/read/3501389/video-kecanduan-seks-wanita-ini-tak-pernah-puas-berhubungan-intim,7.0,Rebecca Parker idap sindrom kecanduan seks. Ia bahkan tak puas berhubungan intim lima kali sehari.,2018-05-04T17:00:00+07:00,"VIDEO: Kecanduan Seks, Wanita Ini Tak Pernah Puas Berhubungan Intim",selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2080498/lagi-aliando-syarief-ungkapkan-cintanya-pada-prilly,7.0,"Untuk kesekian kalinya, Aliando Syarief menunjukkan sisi romantisnya.",2014-07-20T05:30:40+07:00,"Lagi, Aliando Syarief Ungkapkan Cintanya pada Prilly",selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2122415/datang-ke-resepsi-raffi-ahmad-olga-syahputra-bisa-diusir-satpam,7.0,Resepsi pernikahan Raffi Ahmad-Nagita Slavina yang akan digelar di Bali pada 25 Oktober 2014 mendatang akan dijaga ketat.,2014-10-21T18:00:00+07:00,"Datang ke Resepsi Raffi Ahmad, Olga Syahputra Bisa Diusir Satpam",selamanya
EKONOMI,https://www.liputan6.com/bisnis/read/2153517/5-fakta-mengejutkan-tentang-airasia,7.0,Peristiwa hilangnya pesawat AirAsia membuat maskapai ini kembali menjadi sorotan publik. Berikut 5 fakta tentang AirAsia.,2014-12-29T12:49:24+07:00,5 Fakta Mengejutkan Tentang AirAsia,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2233307/siapa-sih-suryono-suami-bella-shofie,7.0,Suryono diketahui sebagai Presiden Direktur PT Berlian Papua yang bergerak di bidang konstruksi.,2015-05-16T15:00:00+07:00,"Siapa Sih Suryono, Suami Bella Shofie?",selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2105912/selain-sophia-latjuba-5-cewek-ini-pernah-ada-di-hati-ariel-noah,7.0,Dari mulai Melly She hingga Luna Maya pernah menjadi kekasih Ariel,2014-09-16T15:00:50+07:00,"Selain Sophia Latjuba, 5 Cewek Ini Pernah Ada di Hati Ariel Noah",selamanya
GLOBAL,https://www.liputan6.com/global/read/2222390/7-potensi-pembalasan-australia-atas-eksekusi-bali-nine,7.0,"Menlu Australia sempat mengeluarkan ancaman, bahwa ada 'konsekuensi' yang akan ditanggung Indonesia jika duo Bali Nine dieksekusi.",2015-04-29T07:14:51+07:00,7 Potensi 'Pembalasan' Australia Atas Eksekusi Bali Nine,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2198637/saat-dimandikan-olga-syahputra-gemuk-dan-rambut-gondrong,7.0,Tak banyak yang tahu bagaimana tubuh Olga Syahputra sebelum dibalut kain kafan.,2015-03-28T14:30:05+07:00,"Saat Dimandikan, Olga Syahputra Gemuk dan Rambut Gondrong",selamanya
SEKS,https://www.liputan6.com/health/read/737883/video-suami-istri-5-tahun-bercinta-pakai-pil-tidur-amp-direkam,7.0,Seorang suami selama lima tahun memberikan istrinya pil tidur agar mau berhubungan seks dengannya.,2013-11-05T16:00:00+07:00,[VIDEO] Suami Istri 5 Tahun Bercinta Pakai Pil Tidur & Direkam,selamanya
EKONOMI,https://www.liputan6.com/bisnis/read/2017973/10-orang-terkaya-dunia-di-2014-versi-forbes,7.0,"Hanya dalam kurun waktu satu tahun, sebanyak 268 miliarder baru telah lahir dan langsung menempati jajaran orang-orang terkaya di dunia.",2014-03-04T10:08:07+07:00,10 Orang Terkaya Dunia di 2014 versi Forbes,selamanya
HEALTH INFO,https://www.liputan6.com/health/read/2267576/ini-dia-daftar-pembalut-dan-pantyliner-berbahaya,7.0,9 pembalut dan 7 pantyliner berbahaya yang semuanya mengandung klorin.,2015-07-07T12:54:28+07:00,Ini Dia Daftar Pembalut dan Pantyliner Berbahaya,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/4222975/glenn-fredly-meninggal-dunia,7.0,Glenn Fredly mengembuskan napas terakhirnya di rumah sakit di Jakarta Selatan.,2020-04-08T19:39:56+07:00,Glenn Fredly Meninggal Dunia,selamanya
GLOBAL,https://www.liputan6.com/global/read/2236752/titanoboa-ular-terbesar-di-dunia-ini-hidup-lagi,7.0,"Ukuran Titanoboa jauh lebih besar dari anaconda, yang selama ini dianggap sebagai ular terbesar di dunia.",2015-05-22T14:13:48+07:00,"Titanoboa, Ular Terbesar di Dunia Ini 'Hidup' Lagi",selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2122343/cerita-6-artis-yang-gagal-lakukan-ritual-malam-pertama,7.0,"Deswita, Nagita, Ashanty, Sara, Lia dan Saipul Jamiel gagal menjalani malam pertama.",2014-10-21T17:00:52+07:00,Cerita 6 Artis yang Gagal Lakukan Ritual Malam Pertama,selamanya
FASHION & BEAUTY,https://www.liputan6.com/fashion-beauty/read/2131679/5-makanan-dan-minuman-yang-bikin-anda-terlihat-tua,7.0,Berikut lima jenis makanan dan minuman yang dapat membuat Anda terlihat lebih tua.,2014-11-11T08:35:00+07:00,5 Makanan dan Minuman yang Bikin Anda Terlihat Tua,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/822919/apakah-6-artis-ini-foto-hot-dengan-sengaja,8.0,Foto-foto beberapa artis-artis ini diduga disebarkan dengan sengaja.,2014-02-10T17:20:00+07:00,Apakah 6 Artis Ini Foto Hot dengan Sengaja?,selamanya
HITS,https://www.liputan6.com/citizen6/read/2162734/7-kebohongan-yang-kerap-diutarakan-cewek,8.0,"Tahukah Anda, cewek kerap berbohong untuk menutupi kelemahan mereka? Apa saja kebohongan kecil yang mereka lakukan tersebut?",2015-01-18T18:26:49+07:00,7 Kebohongan yang Kerap Diutarakan Cewek,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2171496/5-artis-cantik-ini-dipacari-cowok-tajir,8.0,Artis-artis cantik dan seksi ini memiliki pacar pengusaha.,2015-02-05T16:00:25+07:00,5 Artis Cantik Ini dipacari Cowok Tajir,selamanya
PERISTIWA,https://www.liputan6.com/news/read/2415911/5-fakta-tentang-jessica-teman-ngopi-mirna,8.0,"Menurut Yudi, Jessica memang tak pernah berpacaran dengan pemuda Indonesia karena lebih menyukai pria warga negara asing.",2016-01-19T19:20:14+07:00,5 Fakta tentang Jessica Teman Ngopi Mirna,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2198716/billy-syahputra-buka-suara-tentang-olga-syahputra,8.0,"Sejak Olga Syahputra dikabarkan meninggal dunia, sang adik Billy Syahputra bungkam.",2015-03-28T18:19:44+07:00,Billy Syahputra Buka Suara Tentang Olga Syahputra,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2239942/suhu-naga-suara-misterius-dari-langit-memang-sangkakala,8.0,"Menurut Suhu Naga, ada 9 tahap tiupan terompet sangkakala.",2015-05-26T19:30:00+07:00,Suhu Naga: Suara Misterius dari Langit Memang Sangkakala,selamanya
HEALTH INFO,https://www.liputan6.com/health/read/2165441/tanda-keperawanan-bisa-dilihat-dari-2-hal-ini,8.0,Tanda-tanda keperawanan bisa dilihat dari dua tanda penting,2015-01-24T15:00:23+07:00,Tanda Keperawanan Bisa Dilihat dari 2 Hal Ini,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2198273/olga-syahputra-pernah-dekat-dengan-3-wanita-ini,8.0,Namun Olga sendiri tak pernah mau terbuka soal hubungannya dengan wanita-wanita itu.,2015-03-27T21:45:00+07:00,Olga Syahputra Pernah Dekat dengan 3 Wanita Ini,selamanya
HOLLYWOOD,https://www.liputan6.com/showbiz/read/2256135/aktor-fast-amp-furious-tyrese-gibson-putuskan-jadi-mualaf,8.0,Aktor Fast and Furious Tyrese Gibson memutuskan pindah agama menjadi seorang muslim.,2015-06-20T20:30:00+07:00,Aktor Fast & Furious Tyrese Gibson Putuskan Jadi Mualaf,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2194290/cerita-artis-artis-yang-tinggalkan-dunia-hiburan,8.0,Mereka menjalani profesi di dunia profesional seperti dokter dan pengacara.,2015-03-20T21:15:00+07:00,Cerita Artis-artis yang Tinggalkan Dunia Hiburan,selamanya
BLOG KEREN,https://www.liputan6.com/citizen6/read/2263692/presiden-indonesia-yang-tidak-tertulis-dalam-sejarah-bangsa,8.0,Hingga saat ini bangsa Indonesia hanya mengenal tujuh presiden yang pernah memimpin NKRI.,2015-07-02T09:04:49+07:00,Presiden Indonesia yang Tidak Tertulis dalam Sejarah Bangsa,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2153715/ini-ramalan-tepat-ki-kusumo-selama-2014,8.0,Kecelakaan pesawat AirAsia yang terjadi pada 28 Desember 2014 juga sudah diramal Ki Kusumo sebelumnya.,2014-12-29T15:05:00+07:00,Ini Ramalan Tepat Ki Kusumo Selama 2014,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2094344/cerita-5-artis-indonesia-yang-nyaris-amp-pernah-diperkosa,8.0,Rata-rata yang menjadi korbannya adalah kaum wanita.,2014-08-21T16:50:47+07:00,Cerita 5 Artis Indonesia yang Nyaris & Pernah Diperkosa,selamanya
EKONOMI,https://www.liputan6.com/bisnis/read/690218/4-ayam-termahal-asli-indonesia-harganya-rp-40-juta-per-ekor,8.0,"Tak hanya ayam Cemani, Indonesia juga memiliki tiga jenis ayam lainnya yang harga jualnya mencapai puluhan juta rupiah. Apa sajakah?",2013-09-12T05:38:00+07:00,"4 Ayam Termahal Asli Indonesia, Harganya Rp 40 Juta per Ekor",selamanya
PERISTIWA,https://www.liputan6.com/news/read/2018890/pelawak-jojon-meninggal-dunia,8.0,Pria dengan nama asli Djuhri Masdjan itu menghembuskan napas terakhir pada usia 66 tahun.,2014-03-06T07:45:00+07:00,Pelawak Jojon Meninggal Dunia,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2035567/enda-ungu-meninggal-dunia,8.0,"Berita mengejutkan dari salah satu personel Ungu, Enda. Ia dikabarkan meninggal dunia.",2014-04-11T10:00:00+07:00,Enda Ungu Meninggal Dunia?,selamanya
HOME & DECOR,https://www.liputan6.com/lifestyle/read/2166394/kemewahan-di-balik-gubuk-mungil-seharga-250-juta-rupiah,8.0,Rumah mungil ini menampilkan kemewahan di balik gubuk mungilnya. Yuk lihat ulasannya!,2015-01-27T14:30:45+07:00,Kemewahan di Balik 'Gubuk' Mungil Seharga 250 Juta Rupiah,selamanya
DRUGS & DISEASES,https://www.liputan6.com/health/read/521884/bukan-batuk-biasa-waspadai-tbc-dengan-8-gejala-khasnya,8.0,"Waspadai jika Anda sering batuk-batuk tapi tak kunjung sembuh. Mungkin itu bukan batuk biasa, karena bisa jadi itu gejala TBC.",2013-02-26T13:15:42+07:00,"Bukan Batuk Biasa, Waspadai TBC dengan 8 Gejala Khasnya",selamanya
HITS,https://www.liputan6.com/citizen6/read/2337846/terungkap-kisah-sebenarnya-di-balik-foto-keluarga-ini,8.0,Ingat sebuah berita mengenai seorang suami yang menceraikan dan menggugat istrinya karena melahirkan anak yang tidak se-cantik istrinya?,2015-10-11T14:05:04+07:00,"Terungkap, Kisah Sebenarnya di Balik Foto Keluarga Ini",selamanya
EKONOMI,https://www.liputan6.com/bisnis/read/2146659/daftar-mata-uang-paling-tak-berharga-di-dunia-rupiah-peringkat-berapa,8.0,"Dibandingkan dengan dolar AS, 6 mata uang ini termasuk rupiah memiliki nilai paling rendah di dunia. Rupiah peringkat berapa?",2014-12-13T13:39:07+07:00,"Daftar Mata Uang Paling Tak Berharga di Dunia, Rupiah Peringkat Berapa?",selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2255406/5-artis-non-muslim-yang-ikut-puasa-di-bulan-ramadan,9.0,Kebanyakan di antara mereka berpuasa karena toleransi beragama. 5 Artis Non-muslim ini pun ikutan berpuasa. Siapa saja mereka?,2015-06-19T15:20:58+07:00,5 Artis Non-Muslim yang Ikut Puasa di Bulan Ramadan,selamanya
HITS,https://www.liputan6.com/citizen6/read/2141053/9-tipe-cewek-yang-mesti-dihindari-di-facebook,9.0,Seorang cewek dapat dinilai sifatnya dari statusnya di facebook. Hindari tipe cewek berikut dari status yang mereka tulis di facebook.,2014-12-01T17:52:40+07:00,9 Tipe Cewek Yang Mesti Dihindari di Facebook,selamanya
GLOBAL,https://www.liputan6.com/global/read/2259524/wanita-ini-pelihara-belut-raksasa,9.0,Seorang wanita terlihat menceburkan diri ke dalam air untuk memberi makan sejumlah belut.,2015-06-27T07:58:28+07:00,Wanita Ini Pelihara Belut 'Raksasa',selamanya
HITS,https://www.liputan6.com/citizen6/read/2278447/penampakan-malaikat-jatuh-gegerkan-publik-beijing,9.0,Malaikat tersebut tampak tertidur dengan nyenyak dalam sangkar,2015-07-24T11:27:15+07:00,Penampakan `Malaikat` Jatuh Gegerkan Publik Beijing,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2197486/10-aktris-hollywood-paling-berani-beradegan-hot-dan-seksi,9.0,Aktris-aktris berikut ini disebut sebagai wanita paling panas dan juga seksi. Siapa sajakah para aktris tersebut? Berikut ulasannya.,2015-03-26T21:15:00+07:00,10 Aktris Hollywood Paling Berani Beradegan Hot dan Seksi,selamanya
LIPUTAN KHUSUS,https://www.liputan6.com/news/read/2243719/menguak-jawaban-misteri-bunyi-sangkakala-di-langit,9.0,"Suara mirip sangkakala menjadi fenomena global. Ada banyak penjelasan tentang asal usulnya. Yang pasti, itu bukan pertanda kiamat.",2015-06-01T22:21:12+07:00,Menguak Jawaban Misteri Bunyi 'Sangkakala' di Langit,selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2099883/10-artis-indonesia-ini-lakukan-operasi-plastik-hingga-keperawanan,9.0,"Dari mulai operasi payudara, operasi plastik, sedot lemak, hingga operasi keperawanan.",2014-09-02T16:00:24+07:00,10 Artis Indonesia Ini Lakukan Operasi Plastik Hingga Keperawanan,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2043784/lucunya-kalau-artis-artis-hollywood-ini-ke-indonesia,9.0,Percayakan Anda dengan foto-foto seleb Hollywood yang konon kabarnya sedang berada di Indonesia?,2014-05-01T15:00:21+07:00,"Lucunya, Kalau Artis-artis Hollywood ini ke Indonesia?",selamanya
BLINK-BLINK,https://www.liputan6.com/showbiz/read/2248229/artis-artis-ini-hanya-bisa-gigit-jari-saat-malam-pertama,9.0,Kegagalan yang mereka alami terjadi karena pasangannya mengalami siklus bulanan atau haid.,2015-06-09T17:30:12+07:00,Artis-artis Ini Hanya Bisa Gigit Jari Saat Malam Pertama,selamanya
SELEBRITIS,https://www.liputan6.com/showbiz/read/2063150/5-kesamaan-aliando-syarief-dengan-al,9.0,"Sama-sama ganteng, ternyata Aliando dan Al punya banyak kemiripan.",2014-06-14T15:30:22+07:00,5 Kesamaan Aliando Syarief dengan Al,selamanya
